1, BAR, 38.9613622567, 32.3874902776, 5.16009656182, 31.9142070433, 1.37724209646, 1.0661265888, 0.097913259502, 8.00360715295
2, OBJ, 23.818405, 4.97354045784, 11.2987293089, 23.818405, 6.682371, 10.346375, 23.818405, 6.3111275, 9.9428505, 23.818405, 6.069013, 10.055838, 23.818405, 5.69777, 10.314094, 23.818405, 5.100553, 10.846746, 23.818405, 4.5517597, 11.443963, 23.818405, 4.3096447, 11.250271, 23.818405, 4.1643757, 11.07272, 23.818405, 4.019107, 10.830605, 23.818405, 3.438031, 11.056579, 23.818405, 3.502595, 11.250271, 23.818405, 3.664005, 11.589232, 23.818405, 3.9384018, 11.9604744, 23.818405, 4.180517, 12.186449, 23.818405, 4.4549137, 12.380141, 23.818405, 4.6808876, 12.509268, 23.818405, 4.8745792, 12.573833, 23.818405, 5.1651173, 12.025039, 23.818405, 5.649347, 11.314835, 23.818405, 6.1335766, 10.782182, 23.818405, 6.472537, 10.491644, 0.579796865223
3, OBJ, 41.929504, 37.7608455232, 36.4783627845, 41.929504, 42.309454, 31.260822, 41.929504, 40.21493, 32.04627, 41.929504, 39.953113, 33.35535, 41.929504, 39.324753, 34.97861, 41.929504, 38.59167, 36.1306, 41.929504, 38.1204, 36.65423, 41.929504, 37.49204, 37.1255, 41.929504, 35.764056, 35.240424, 41.929504, 34.559705, 34.1408, 41.929504, 32.308087, 34.97861, 41.929504, 33.407715, 36.078235, 41.929504, 34.402615, 37.334952, 41.929504, 35.554605, 39.1153, 41.929504, 36.444778, 40.790924, 41.929504, 36.601868, 40.790924, 41.929504, 37.177863, 40.529108, 41.929504, 38.696396, 39.534207, 41.929504, 39.481842, 38.801123, 41.929504, 40.372018, 37.596768, 41.929504, 40.895648, 36.49714, 41.929504, 41.20983, 35.554605, 41.929504, 41.942914, 32.465176, 6.44626126341
TREE, 1, 2, 3
